,EIN,SEC_NAME,FRCD,SUBSECCD,TAXPER,ASSETS,INCOME,NAME,ADDRESS,CITY,STATE,NTEEFINAL,NAICS,ZIP5,OUTNCCS,OUTREAS,RULEDATE,FIPS,FNDNCD,PMSA,MSA_NECH,CASSETS,CFINSRC,CTAXPER,CTOTREV,ACCPER,RANDNUM,NTEECC,NTEE1,LEVEL4,LEVEL1,NTMAJ10,MAJGRPB,LEVEL3,LEVEL2,NTMAJ12,NTMAJ5,FILER,ZFILER,NTEECONF,GEN,PFFRCD,NTEESRC,NTEEFINAL1,CFILER,CZFILER,EPOST,FISYR_IMAGE,IRS990N,FIPSOLD,LATITUDE,LONGITUDE,GEOCDF,GEOEXCLUDE,GEOCODE,GEOCD,ADDRESSCHANGED,NTEECC4D,NTEEOLDB,NTEE2006,NTEE2007A,CONFIDENCE2007A,MSA,STATEOLD1,ZIP5OLD1,CITYOLD1,NTEEDRAFT,CBSA,DIVCODE,ASSETS_OLD,INCOME_OLD,ACTIV1,ZIP,ORGCD,ORGTYPCD,V_ERRORCD,Year
99,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
100,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
101,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
102,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
103,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
104,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
105,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2003
106,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
107,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
108,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
109,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
110,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
111,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
112,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2004
113,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
114,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
115,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
116,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
117,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
118,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
119,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2005
120,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
121,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
122,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
123,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
124,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
125,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
126,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2006
127,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
128,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
129,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
130,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
131,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
132,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
133,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2007
134,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
135,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
136,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
137,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
138,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
139,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
140,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2008
141,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
142,363274346,,10,3,201812,24956171,10841916,ARMED SERVICES YMCA OF THE USA,14040 CENTRAL LOOP B,WOODBRIDGE,VA,P27,624100,22193,IN,,198701,51059,15,NA,NA,23376577,16eofinextract990.dat,201512,6339163,12,0.46593044,P27,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
143,530204618,,10,3,201812,115169946,40169541,NAVY-MARINE CORPS RELIEF SOCIETY,875 N RANDOLPH STREET,ARLINGTON,VA,W30,813410,22203,IN,,200001,51013,15,NA,NA,125422178,16eofinextract990.dat,201512,23971035,12,0.02824518,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
144,541797281,,10,3,201812,189049978,61295687,AIR FORCE AID SOCIETY INC,241 18TH ST S STE 202,ARLINGTON,VA,W30,813410,22202,IN,,199608,51013,15,NA,NA,183252774,16eofinextract990.dat,201512,15606283,12,0.619139987,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
145,751973894,,10,3,201812,1554248,1212127,FIRST COMMAND EDUCATIONAL FOUNDATION,1 FIRSTCOMM PLZ,FORT WORTH,TX,B11,813219,76109,IN,,198407,48439,15,NA,NA,1437047,16eofinextract990.dat,201512,897275,12,0.488618991,B11,B,B,PC,ED,B,ZA,S,ED,ED,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
146,812774207,,10,3,201812,53438,51996,SAC FOUNDATION,7148 TOWNE CENTER PKWY,PAPILLION,NE,P51,NA,68046,,,201608,NA,NA,NA,NA,NA,,NA,NA,12,0.560795591,P51,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
147,824397332,,10,3,201812,194160,3.00E+05,AMERICAN WARRIOR ASSOCIATION,111 BOLAND ST STE 201,FORT WORTH,TX,P20,NA,76107,,,201812,NA,NA,NA,NA,NA,,NA,NA,12,0.335575008,P20,P,P,PC,HU,P,HS,O,HU,HU,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2009
148,202370934,,10,3,201809,NA,NA,WOUNDED WARRIOR PROJECT INC,4899 BELFORT RD STE 300,JACKSONVILLE,FL,W30,813410,32256,IN,,200508,12031,15,NA,NA,310997780,16eofinextract990.dat,201509,398698187,9,0.194382401,W30,W,W,PC,PU,W,PB,O,PU,OT,Y,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2010
